"first_name","last_name","email","tag_title","dept","team","tbl_id","user_id","act_date","company_id","tag_id","rel_id","first_act_time","last_act_time","last_sync_time","total_desk_time","total_meeting_time","total_idle_time","total_prod_time","total_unprod_time","total_time","prod_percentage","dailyavg_present","dailyavg_past","week_no","week_days","month_id","month_name","day_year","email_status","creation_date","creation_by","updated_by","updated_at","team_tag_id","department_tag_id"
"Sagar","Modi(Development)","testmodisagar112@mailintor.com","@sagar.modi","#development","$management","3933982","119","2/6/2025","85","209","209","3/6/2025 05:04:49","2/6/2025 14:08:26","3/6/2025 04:31:00","13824","0","20821","13202","622","34645","43.14","0","0","2","0","6","June","2025","0","0/1/2000 00:00:00",,,"0/1/2000 00:00:00","22500","5898"
"Sagar","Modi(Development)","testmodisagar112@mailintor.com","@sagar.modi","#development","$management","3939193","119","3/6/2025","85","209","209","4/6/2025 05:04:37","3/6/2025 17:12:33","4/6/2025 04:30:55","18671","0","27848","15241","3430","46519","49.81","0","0","2","1","6","June","2025","0","0/1/2000 00:00:00",,,"0/1/2000 00:00:00","22500","5898"
"Sagar","Modi(Development)","testmodisagar112@mailintor.com","@sagar.modi","#development","$management","3944260","119","4/6/2025","85","209","209","5/6/2025 06:04:52","4/6/2025 14:13:07","5/6/2025 04:56:20","17311","0","18003","15809","1502","35314","51.66","0","0","2","2","6","June","2025","0","0/1/2000 00:00:00",,,"0/1/2000 00:00:00","22500","5898"
"Sagar","Modi(Development)","testmodisagar112@mailintor.com","@sagar.modi","#development","$management","3949485","119","5/6/2025","85","209","209","6/6/2025 05:04:27","5/6/2025 13:30:19","6/6/2025 04:20:39","12376","0","19294","9354","3022","31670","30.57","0","0","2","3","6","June","2025","0","0/1/2000 00:00:00",,,"0/1/2000 00:00:00","22500","5898"
"Sagar","Modi(Development)","testmodisagar112@mailintor.com","@sagar.modi","#development","$management","3953622","119","6/6/2025","85","209","209","7/6/2025 05:04:24","6/6/2025 15:54:59","7/6/2025 04:30:14","15515","0","26117","14455","1060","41632","47.24","0","0","2","4","6","June","2025","0","0/1/2000 00:00:00",,,"0/1/2000 00:00:00","22500","5898"
"Sagar","Modi(Development)","testmodisagar112@mailintor.com","@sagar.modi","#development","$management","3956801","119","7/6/2025","85","209","209","9/6/2025 05:04:29","7/6/2025 14:00:58","9/6/2025 04:29:34","17291","0","17383","15022","2269","34674","49.09","0","0","2","5","6","June","2025","0","0/1/2000 00:00:00",,,"0/1/2000 00:00:00","22500","5898"
"Sagar","Modi(Development)","testmodisagar112@mailintor.com","@sagar.modi","#development","$management","3960593","119","9/6/2025","85","209","209","10/6/2025 05:04:27","9/6/2025 17:58:10","10/6/2025 04:18:06","23130","0","25360","22835","295","48490","74.62","0","0","3","0","6","June","2025","0","0/1/2000 00:00:00",,,"0/1/2000 00:00:00","22500","5898"
"Sagar","Modi(Development)","testmodisagar112@mailintor.com","@sagar.modi","#development","$management","3964842","119","10/6/2025","85","209","209","11/6/2025 13:05:13","10/6/2025 16:36:28","11/6/2025 10:50:22","22421","0","22497","21660","761","44918","70.78","0","0","3","1","6","June","2025","0","0/1/2000 00:00:00",,,"0/1/2000 00:00:00","22500","5898"
"Sagar","Modi(Development)","testmodisagar112@mailintor.com","@sagar.modi","#development","$management","3972287","119","11/6/2025","85","209","209","12/6/2025 05:04:56","11/6/2025 16:56:30","12/6/2025 04:49:05","9847","0","12023","9401","446","21870","30.72","0","0","3","2","6","June","2025","0","0/1/2000 00:00:00",,,"0/1/2000 00:00:00","22500","5898"
"Sagar","Modi(Development)","testmodisagar112@mailintor.com","@sagar.modi","#development","$management","3973935","119","12/6/2025","85","209","209","13/6/2025 05:04:31","12/6/2025 14:07:48","13/6/2025 04:39:52","18449","0","23659","17760","689","42108","58.04","0","0","3","3","6","June","2025","0","0/1/2000 00:00:00",,,"0/1/2000 00:00:00","22500","5898"
